Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,pca_x,pca_y,umap_x,umap_y,ae_x,ae_y,vae_x,vae_y,Total_Spend
1,3,22335,1196,2406,2046,101,558,-1.059979066741071,0.31195600191987927,11.002194,6.0375757,8.44624,14.999538,0.83231145,0.8021669,28642
1,3,6211,337,683,1089,41,296,-1.3235198672422377,-0.5093601050795822,10.17075,9.905559,12.206085,13.021857,0.85139006,0.82199335,8657
2,3,39679,3944,4955,1364,523,2235,-0.4528895145927312,1.2201199409878491,10.739825,4.673305,3.3816524,7.5130725,0.8540227,0.8209026,52700
1,3,20105,1887,1939,8164,716,790,-0.8890380469638886,1.0135403315084124,14.084724,7.330872,7.6870956,12.902155,0.82236874,0.79576975,33601
1,3,3884,3801,1641,876,397,4829,-0.57786830124468,0.1831785453967892,8.838419,7.4858556,2.528352,3.7664638,0.9420844,0.8402334,15428
2,3,15076,6257,7398,1504,1916,3113,0.023172431410626797,0.2806041042173151,8.4807825,6.6318903,4.0018587,5.998243,0.8677455,0.8060771,35264
1,3,6338,2256,1668,1492,311,686,-1.0512923910239045,-0.39142361478777565,9.8249235,9.485193,10.443598,11.386588,0.82726514,0.80296934,12751
1,3,5841,1450,1162,597,476,70,-1.1882780315748966,-0.6454242557890993,10.057942,9.740356,12.833909,13.693233,0.8481426,0.8136996,9596
2,3,3136,8630,13586,5641,4666,1426,0.7472678018767653,-0.214670768197751,5.5202465,7.7858725,4.233589,2.9161067,0.80430233,0.754668,37085
1,3,38793,3154,2648,1034,96,1242,-0.795433275324331,1.0132305910451114,10.807908,4.6242137,5.010301,11.151512,0.8884677,0.8023593,46967
1,3,3225,3294,1902,282,68,1114,-0.9738080919474648,-0.5763057433081179,8.225945,10.003165,8.574802,9.507171,0.866858,0.7989721,9885
2,3,4048,5164,10391,130,813,179,-0.31303309616225955,-0.877909107614271,7.3429265,8.737365,6.2020006,6.3534603,0.8567518,0.8120589,20725
1,3,28257,944,2146,3881,600,270,-1.0229453323825777,0.713619909551822,11.004685,5.6110215,7.592003,16.571964,0.799242,0.7993181,36098
1,3,17770,4591,1617,9927,246,532,-0.7749789038685424,1.1526711827878846,14.100969,7.2168975,0.0,13.207955,0.845012,0.82540745,34683
1,3,34454,7435,8469,2540,1711,2893,0.20931382898181408,1.1894241911402879,9.625134,5.512387,2.6781447,6.1882663,0.83070475,0.8183383,57502
1,3,1821,1364,3450,4006,397,361,-1.016086731177989,-0.36354831106756075,12.436831,9.365797,11.047889,11.572765,0.8196112,0.8055992,11399
1,3,10683,21858,15400,3635,282,5120,1.661616807156271,0.8653148362085897,6.170478,6.3180313,0.5061431,1.0186028,0.909594,0.90472245,56978
1,3,11635,922,1614,2583,192,1068,-1.103716863294685,0.02800304886842826,11.187194,8.416921,8.893463,10.006266,0.8361653,0.7976019,18014
1,3,1206,3620,2857,1945,353,967,-0.8608685557881885,-0.5036502541195966,8.3454075,9.912678,8.993035,9.858697,0.83114696,0.79865265,10948
1,3,20918,1916,1573,1960,231,961,-1.0127355737795802,0.3280084131860564,11.03644,6.188634,7.329562,12.801853,0.8531094,0.80694515,27559
1,3,9785,848,1172,1677,200,406,-1.2095262438447338,-0.2764726870540202,10.652392,8.9991665,11.8095255,12.674778,0.8333567,0.8140222,14088
1,3,9385,1530,1422,3019,227,684,-1.1033787354995566,-0.07185831337737934,11.438384,8.868842,10.742285,11.661237,0.8310958,0.8026041,16267
1,3,3352,1181,1328,5502,311,1000,-1.0916161629042667,0.038595185120957956,12.961399,8.993499,10.162378,10.970071,0.835937,0.7879615,12674
1,3,2647,2761,2313,907,95,1827,-0.9174487516541918,-0.40783673931311404,8.398373,9.934857,6.525458,7.529128,0.8752323,0.8135924,10550
1,3,518,4180,3600,659,122,654,-0.8442738303004768,-0.7432753997062319,7.951239,9.946573,9.742203,10.5032,0.85376036,0.8115819,9733
1,3,23632,6730,3842,8620,385,819,-0.43358201894582965,1.266696199110592,13.981299,7.1700883,0.0,12.252262,0.82120687,0.8253459,44028
1,3,12377,865,3204,1398,149,452,-1.0802301966841514,-0.22343703146351987,10.63972,8.054072,11.44408,13.131826,0.84142524,0.8138857,18445
1,3,9602,1316,1263,2921,841,290,-1.093252835122774,-0.1785404422240817,11.171592,8.921183,12.374597,13.251364,0.82128984,0.81043226,16233
2,3,4515,11991,9345,2644,3378,2213,0.6311376823758664,-0.22175740928961105,6.073153,6.913902,2.0023754,1.9829228,0.8589808,0.81291693,34086
1,3,11535,1666,1428,6838,64,743,-1.0589128477284895,0.5201465275606932,13.64089,8.2371025,10.648674,11.616233,0.84376806,0.8115195,22274
1,3,11442,1032,582,5390,74,247,-1.2156565396387162,0.25027787660976836,13.309204,8.369511,12.697315,13.642332,0.8540689,0.8104049,18767
1,3,9612,577,935,1601,469,375,-1.2171648196469858,-0.3126580107487886,10.627293,9.075424,11.970769,12.847165,0.82984316,0.813293,13569
1,3,4446,906,1238,3576,153,1014,-1.1510264588899182,-0.149219087585255,12.199867,9.381793,9.8762,10.684142,0.8199363,0.7951499,11333
1,3,27167,2801,2128,13223,92,1902,-0.7062588260155932,2.1862781676102028,14.313517,7.0059433,0.0,7.575999,0.8853588,0.86942077,47313
1,3,26539,4753,5091,220,10,340,-0.6678437975505819,0.22212106880963323,10.6907425,5.7483163,7.434111,15.701223,0.8867551,0.8374633,36953
1,3,25606,11006,4604,127,632,288,-0.17227095089339114,0.20680363110159608,9.495364,5.846969,6.2519383,14.168441,0.89422494,0.8687324,42263
1,3,18073,4613,3444,4324,914,715,-0.6268697196614438,0.4281133048627294,11.498372,6.5153646,8.756637,13.291576,0.7927246,0.7881607,32083
1,3,6884,1046,1167,2069,593,378,-1.158097728587304,-0.3720539425659658,10.471358,9.505185,11.906855,12.77019,0.8211232,0.812601,12137
1,3,25066,5010,5026,9806,1092,960,-0.37723205541566246,1.4258503890896435,14.189165,7.0693674,0.0,11.087092,0.82524586,0.81360084,46960
2,3,7362,12844,18683,2854,7883,553,1.6483656344143027,-0.7489640578470996,4.2066464,5.596044,4.1317515,0.591277,0.8411621,0.786555,50179
2,3,8257,3880,6407,1646,2730,344,-0.3853960943723231,-0.5372850345340064,7.7024775,8.306477,11.30823,10.498582,0.7833102,0.7550988,23264
1,3,8708,3634,6100,2349,2123,5137,-0.06015967295930163,0.4625784076891143,8.756985,7.3788733,2.373239,3.6790197,0.89975274,0.79404664,28051
1,3,6633,2096,4563,1389,1860,1892,-0.6016308784811724,-0.30558818668642923,8.839386,8.488612,6.34012,7.349854,0.8265404,0.7819528,18433
1,3,2126,3289,3281,1535,235,4365,-0.5742862639964886,0.08739731306884592,8.84228,7.594227,2.6469896,3.8733196,0.92413193,0.85233206,14831
1,3,97,3605,12400,98,2970,62,-0.0813055409227226,-1.2321046959597342,6.521525,8.223951,6.9189305,5.7937107,0.8746848,0.82539093,19232
1,3,4983,4859,6633,17866,912,2435,-0.16394420663711218,1.8498394085756158,14.800554,7.368045,0.0,5.7600365,0.8405808,0.81271446,37688
1,3,5969,1990,3417,5679,1135,290,-0.8613190603640788,-0.023996963676629762,13.157514,8.825719,12.7326565,13.097551,0.8297833,0.8013035,18480
2,3,7842,6046,8552,1691,3540,1874,0.13311445046687587,-0.3270812049799287,6.3459787,7.323524,8.465584,6.657803,0.8031575,0.78194314,29545
2,3,4389,10940,10908,848,6728,993,0.9076362382852481,-0.8872447177123424,4.9590197,6.636148,3.8991146,1.9840076,0.85072505,0.8301414,34806
1,3,5065,5499,11055,364,3485,1063,0.14404062161459735,-0.7973207159447423,6.198128,7.4325,5.582594,4.372585,0.8404637,0.8040621,26531
2,3,660,8494,18622,133,6740,776,1.159521668494944,-1.319010486322384,4.339435,6.4649706,5.8207855,1.9523661,0.85398483,0.8595777,35425
1,3,8861,3783,2223,633,1580,1521,-0.6851076758689152,-0.3041359458901369,9.1105,8.492917,7.185941,8.11243,0.829066,0.7860445,18601
1,3,4456,5266,13227,25,6818,1393,0.6668088137204888,-1.0211182469358213,5.0019207,7.2314925,6.7598968,3.880186,0.8128133,0.826481,31185
2,3,17063,4847,9053,1031,3415,1784,0.07701668160756502,-0.055580782194443804,8.2614,6.5212,5.3139286,8.169432,0.80687004,0.74844635,37193
1,3,26400,1377,4172,830,948,1218,-0.7820228998244323,0.37615103486165313,10.793583,5.7216797,5.14068,11.197491,0.8328756,0.79096705,34945
2,3,17565,3686,4657,1059,1803,668,-0.5593203173696709,-0.08988056809582096,10.207667,7.4438868,8.392858,12.659395,0.81787455,0.78532755,29438
2,3,16980,2884,12232,874,3213,249,-0.034865915922488555,-0.4138408112166657,7.900939,7.5265503,6.6900053,5.537588,0.7787311,0.7154163,36432
1,3,11243,2408,2593,15348,108,1886,-0.7381363210819658,1.7733758449016055,14.777345,7.3486814,0.0,7.4436707,0.8743441,0.85386884,33586
1,3,13134,9347,14316,3141,5079,1894,0.9412763607464273,-0.05351073435994956,5.1547885,5.93463,4.0472164,2.652292,0.7892829,0.7625369,46911
1,3,31012,16687,5429,15082,439,1163,0.529384578287899,2.536284370215346,14.373878,6.8604846,0.0,10.863315,0.814316,0.8959969,69812
1,3,3047,5970,4910,2198,850,317,-0.5530256712324585,-0.5428875686014525,7.9313593,9.447274,8.216258,8.868124,0.8163246,0.81362265,17292
1,3,8607,1750,3580,47,84,2501,-0.8455014877284295,-0.17685188152876627,9.202286,8.092865,5.153768,6.466949,0.9016389,0.82763374,16569
1,3,3097,4230,16483,575,241,2080,0.09305577205085029,-0.5949266996056878,6.477903,7.5663757,6.202073,5.547877,0.92718863,0.8792733,26706
1,3,8533,5506,5160,13486,1377,1498,-0.2693264644049781,1.2833884552257089,14.738728,7.3619757,0.0,9.179564,0.8300988,0.80550694,35560
1,3,21117,1162,4754,269,1328,395,-0.8151406882023999,-0.09440459362717729,10.667081,6.2219934,8.6860895,14.788822,0.8229011,0.7708393,29025
1,3,1982,3218,1493,1541,356,1449,-0.9325631250023203,-0.419577798536318,8.320745,9.900709,7.9391556,8.952119,0.8446417,0.80286133,10039
1,3,16731,3922,7994,688,2371,838,-0.2645391122967977,-0.22020743000673215,8.002322,7.4111276,7.3613095,10.723022,0.8129953,0.75842434,32544
1,3,29703,12051,16027,13135,182,2204,0.8706024603902149,2.220845240077006,14.255222,6.836552,0.0,6.6361074,0.8271338,0.92096615,73302
1,3,39228,1431,764,4510,93,2346,-0.9025200609961801,1.6769155666814664,11.027222,4.763806,2.072176,6.3048353,0.85494804,0.83570933,48372
2,3,14531,15488,30243,437,14841,1867,3.465703618272418,-1.0398380051416922,3.283671,5.086579,3.344601,0.0,0.8031268,0.7736646,77407
1,3,10290,1981,2232,1038,168,2125,-0.9180227325786652,-0.030046590620381987,9.342429,8.112897,5.691456,6.877847,0.86754715,0.8043515,17834
1,3,2787,1698,2510,65,477,52,-1.105137090377088,-0.8613378741904577,8.772826,10.847265,11.467354,12.168182,0.8658347,0.7949089,7589
